@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
6,4.472136,12.806249,-8,-100,11.231546,-19.231546,0.595145,29696,464,5.95961,4.30692,12.261691,-10.555506,-55.667274,7.646793,-18.202299,0.598665,37223.628906,334.087799,5.757359,4.005115,15.229536,-21.399157,111.584221,-8.292606,-13.10655,0.701879,5305.975098,11.587024,0.202251,5.467636,3.428838,10.861572,-13.250051,26.396507,-0.709883,-12.540169,-0.275563,12285.578125,69.977829,0.491974,0.289723,5.117938,0.735232,2.244999,-0.39816,-3.897291,2.606958,-3.005118,-0.51783,2.496504,15.747696,0.841672,0.639421,0.349698,5.217035,0.104326,0.208343,0.18526,-0.015131,0.310399,-0.125139,-0.951931,0.003255,0.094847,0.742575,0.540324,0.250601,-0.099097,5.261695,5.75,4.555555,52.616955,0.441223,5.460526,'class 1'
6,6,15.588457,-18,16,2.401754,-20.401754,0.525825,84240,260,5.888609,5.849947,15.457729,-18.752827,38.305508,0.584672,-19.3375,0.511059,69787.367188,198.446457,5.58799,5.165426,15.473356,-21.436731,109.6185,-7.473413,-13.963319,0.209529,9677.515625,21.059437,0.30062,5.312144,3.566191,7.517801,-8.954913,8.427569,0.343342,-9.298255,-0.436292,3727.268311,46.48019,0.576465,0.275846,5.123097,0.490377,1.947645,0.244209,-3.578382,2.802885,-2.558676,-0.675698,0.857189,14.373167,0.765512,0.464892,0.189047,5.2267,0.104893,0.189385,0.153127,-0.015531,0.283413,-0.130286,-0.968732,0.002007,0.085573,0.661909,0.36129,0.085444,-0.103603,5.230847,5.916667,4.5,52.308475,0.457232,5.328948,'class 1'
6,8.485281,27.12932,-28,-48,8.090722,-36.090721,-0.438029,765184,976,5.878831,8.046884,24.868164,-26.090235,-31.512413,7.039081,-33.129314,-0.453938,549155,806.75,5.274187,6.103943,13.164273,-15.052429,4.400974,2.695618,-17.748047,-0.587476,47347.902344,208.971741,0.604644,5.027702,3.534382,3.993492,-0.118365,-14.593945,5.344048,-5.462413,-0.939516,0.818061,58.38979,0.851129,0.246485,5.122227,0.254358,2.10229,1.275348,-3.007501,3.250767,-1.97542,-0.905186,22.212484,13.656516,0.756604,0.15196,-0.094525,5.238446,0.109525,0.156148,0.105778,-0.01373,0.234698,-0.12892,-0.974806,0.00074,0.066109,0.640385,0.035741,-0.210744,-0.116219,5.210088,6.027778,4.527778,52.100876,0.485103,5.236842,'class 1'
7,7.211102,40.496914,-56,748,-19.514719,-36.485283,0,451584,144,6.801299,6.999742,36.859707,-50.946991,618.475708,-17.673082,-33.273911,0.007317,315865.59375,121.692902,5.854924,5.707705,18.960024,-26.534147,172.280365,-10.533989,-16.000158,0.034467,10518.321289,14.939504,0.946375,5.364153,3.301836,9.194681,-8.902754,-5.86735,2.715506,-11.618259,-1.3083,8142.153809,102.728409,1.437146,0.490771,5.154534,0.265491,2.601648,0.043204,-5.405027,3.309609,-3.266404,-1.048347,0.04036,21.621975,1.646765,0.70039,0.209619,5.24404,0.095372,0.182161,0.130266,-0.017309,0.272747,-0.142481,-0.981421,0.001463,0.086207,1.557259,0.610884,0.120113,-0.089506,5.249123,6.444445,4.526316,52.49123,0.565346,5.192983,'class 1'
7,4.472136,28,-32,48,4.396078,-36.396076,0.491397,851968,832,6.80458,4.23948,26.764809,-32.057663,99.272591,1.727907,-33.785568,0.50408,648067.3125,630.603516,6.019552,4.251675,21.548788,-29.863487,206.063293,-9.119059,-20.744429,0.938892,60264.925781,67.574615,0.785028,5.549078,2.828991,14.188093,-14.583883,4.055171,2.619389,-17.203272,-1.44016,41786.914063,196.468964,1.255501,0.470474,5.166071,0.457291,2.89906,-0.526887,-5.872346,3.183801,-3.710688,-1.123222,6.597952,23.766994,1.638508,0.853481,0.383007,5.249799,0.080756,0.203146,0.149074,-0.020167,0.301353,-0.15228,-0.999463,0.002287,0.102891,1.55478,0.769753,0.299279,-0.083728,5.231872,6.388889,4.473684,52.318718,0.534,5.105263,'class 1'
5,2,34.234486,-44,380,-7.577795,-36.422207,-1.472099,805376,416,5.263144,1.587624,34.61274,-44.218292,376.640198,-7.130888,-37.087406,-1.476593,877317.0625,448.696472,5.935606,3.77253,32.22797,-38.923584,237.279129,-2.640246,-36.283337,-1.513572,857407.875,565.928833,-0.672462,5.482114,3.344698,14.687805,-14.011213,-11.036538,3.959343,-17.970556,-1.464918,47205.738281,240.460251,-0.21897,0.453492,5.145061,0.73205,2.490581,-0.100223,-4.261158,2.87005,-2.970272,-1.154899,0.171307,17.05468,0.118083,0.790545,0.337053,5.25572,0.066967,0.217797,0.161358,-0.021801,0.31863,-0.157272,-1.026902,0.002948,0.113242,0.007425,0.679887,0.226395,-0.110659,5.253655,6.083333,4.210526,52.536552,0.498516,5.276316,'class 1'
8,8.944272,63.960926,-70,260,8.931766,-78.931763,-1.281259,18914000,3860,7.497766,8.983787,57.766766,-62.739952,190.439667,8.470596,-71.210548,-1.294666,12495957,3174.54248,5.639245,8.211514,26.831848,-26.577621,-20.872765,6.58405,-33.161671,-1.37715,557934.1875,789.861145,1.858521,5.129773,4.515932,7.543722,-3.868217,-21.58082,5.182294,-9.050511,-1.460284,1515.558594,101.286377,2.367993,0.509472,5.097552,0.9326,1.767118,1.183971,-1.38291,2.453897,-1.269926,-1.126318,9.719198,6.933428,2.400214,0.541693,0.032221,5.261722,0.055534,0.225798,0.166779,-0.022043,0.324209,-0.15743,-1.063448,0.003226,0.115988,2.236044,0.377522,-0.131949,-0.16417,5.121053,5.578948,4.263158,51.210526,0.393093,5.244152,'class 1'
9,7.211102,61.798058,-86,1764,-29.961596,-56.038406,0.431085,2514640,340,8.639752,6.828012,56.121277,-78.390305,1478.439453,-28.441486,-49.948818,0.477812,1421241.125,231.282654,6.927771,4.999482,27.42765,-38.534031,364.441742,-15.585673,-22.948357,1.154152,40246.785156,27.104557,1.711982,6.203074,3.590105,11.22582,-14.820585,43.770504,-2.689714,-12.130872,-1.154784,9789.290039,44.567726,2.436679,0.724697,5.679397,0.599471,2.792953,-3.330228,0.68538,0.378033,-3.708261,-0.929294,92.592743,8.348896,2.960356,1.248374,0.523677,5.461283,0.142695,0.176776,-0.236462,0.012301,-0.060315,-0.176147,-1.474503,0.000375,0.006708,3.17847,1.466488,0.741791,0.218114,5.660673,6.394737,4.894737,56.606728,0.47037,5.680555,'class 1'
6,4.472136,53.842361,-50,-240,16.593269,-66.593269,1.415297,8650000,3460,6.229287,3.992353,48.978355,-48.060513,-69.534561,11.941616,-60.002129,1.429939,5977683,2587.951172,6.907743,2.893267,27.483192,-35.28091,243.173019,-5.977471,-29.30344,-1.46374,338632.75,272.050415,-0.678455,6.448821,3.331072,16.173887,-22.502222,119.511345,-7.489155,-15.013067,-1.010818,14332.048828,28.304628,-0.219533,0.458922,5.675226,0.739357,2.996454,-4.167424,4.092672,-1.377761,-2.789664,-1.007045,17.310726,0.996735,0.554061,1.232517,0.773595,5.442836,0.152011,0.167093,-0.223721,0.011059,-0.057948,-0.165773,1.525379,0.000291,0.005813,0.786451,1.464907,1.005985,0.23239,5.714036,6.388889,4.81579,57.140354,0.43972,5.768275,'class 1'
9,6,67.022385,-60,-496,22.839378,-82.839378,-1.435323,20102400,5584,8.68339,5.088673,60.267933,-55.348656,-335.902405,19.267567,-74.616226,-1.415388,13500983,4407.083008,7.253572,3.108756,30.975687,-37.276062,169.995148,0.1971,-37.47316,-1.174346,985887.4375,709.524292,1.429818,6.518312,3.487445,19.270662,-27.146706,181.948242,-11.434352,-15.712354,-0.516815,6743.513672,9.150651,2.165077,0.735259,5.636503,0.845511,2.947413,-4.123539,4.082917,-1.482154,-2.641385,0.949645,11.424822,0.671907,3.046887,1.617069,0.88181,5.423243,0.161312,0.15939,-0.215471,0.010401,-0.058634,-0.156838,1.350207,0.000224,0.004822,3.260147,1.830329,1.09507,0.21326,5.746783,6.5,5.289474,57.467834,0.36752,5.708333,'class 1'
6,7.615773,47.791214,64,888,48.492424,15.507578,-1.300587,2228224,544,6.122823,6.389793,39.076832,51.428104,538.660583,41.369846,10.058259,-1.264445,1296525.75,490.207703,6.861339,2.059532,11.989229,-11.293915,-28.94565,5.383345,-16.677259,-1.08307,31038.005859,243.335129,-0.738516,6.838595,1.368228,23.90489,-33.714626,282.527466,-15.045385,-18.669241,-1.403345,7463.605469,6.566168,-0.715772,0.022744,5.709915,0.591404,4.104565,-5.756551,8.140098,-2.340926,-3.415625,1.436073,19.136759,0.577489,0.412908,1.151424,1.12868,5.421139,0.164153,0.146469,-0.204587,0.010193,-0.079024,-0.125563,1.447471,0.000045,0.001083,0.701684,1.4402,1.417456,0.288776,5.704679,6.361111,5.263158,57.046783,0.329294,5.662281,'class 1'
5,9.055386,37.775654,46,304,44.213203,1.786797,1.249046,1904400,900,5.423105,7.80863,29.150175,32.984161,85.988525,35.779392,-2.79523,1.25105,809439.25,744.000732,6.977373,2.441006,19.29608,-24.622566,106.711609,-2.83963,-21.782936,1.199516,108779.773438,179.424408,-1.554268,6.864341,1.106444,24.436531,-34.324913,287.716339,-13.465557,-20.859356,1.00263,32205.064453,27.334131,-1.441236,0.113032,5.725205,0.492156,4.320712,-6.068697,9.04651,-2.46732,-3.601377,-1.218306,23.682676,0.643043,-0.3021,1.252168,1.139136,5.417131,0.166568,0.128953,-0.182128,0.008259,-0.082828,-0.0993,-0.502093,0.000005,0.000136,0.005974,1.560242,1.44721,0.308074,5.734503,6.289474,5.027778,57.345028,0.409052,5.744883,'class 1'
9,5.830952,86.365501,-110,2100,-11.988374,-98.011627,1.189723,44770000,3700,8.762536,4.43414,79.819916,-102.313477,1836.225586,-11.640004,-90.67347,1.156307,32693226,3123.144531,7.602967,2.578847,47.854816,-63.351601,731.202942,-8.345422,-55.00618,0.887619,4369067.5,1088.613159,1.159569,6.578459,3.338885,19.939455,-27.435898,169.829712,-7.659498,-19.7764,0.582299,55257.535156,73.409653,2.184077,1.024508,5.680806,0.666304,3.64072,-5.050546,5.877221,-1.525491,-3.525055,-0.762399,50.993786,1.999128,3.08173,1.922162,0.897654,5.411703,0.167783,0.112517,-0.150696,0.004958,-0.037414,-0.113282,-0.222752,0.000065,0.002878,3.350833,2.191265,1.166757,0.269103,5.610965,6.210526,4.972222,56.109646,0.385877,5.666667,'class 1'
10,11.401754,73.505104,-98,1836,-15.384527,-82.615471,-0.912989,21705040,2260,9.489592,10.339906,65.048859,-87.535629,1543.453125,-16.485283,-71.050346,-0.924177,11406937,1488.673096,7.319043,5.359302,27.82839,-39.095467,376.804504,-16.289095,-22.806372,1.426995,32460.511719,21.237459,2.170549,6.521504,2.704509,15.231709,-20.339123,80.004631,-3.326266,-17.012857,0.923839,38745.832031,93.661377,2.968088,0.797539,5.712379,0.585174,3.892528,-5.485595,7.417953,-2.284573,-3.201022,-0.832143,12.636729,0.41994,3.777213,1.606664,0.809125,5.431072,0.156475,0.113103,-0.152748,0.005151,-0.03944,-0.113308,-0.315798,0.000064,0.002728,4.058519,1.88797,1.090432,0.281306,5.553509,6.052631,4.894737,55.535088,0.381603,5.676169,'class 1'
5,17.204651,49.426712,-30,-1192,38.235325,-68.235329,0.43973,5101200,5668,5.343935,15.250758,45.837711,-30.541525,-945.52594,33.282757,-63.824284,0.449772,4397976,4714.888672,6.418047,6.718106,28.09128,-27.984261,-137.420807,11.822614,-39.806873,0.557879,1043742.375,1332.802002,-1.074113,6.112377,3.667879,10.349329,-13.209042,26.672335,-0.782604,-12.426437,0.571305,11827.818359,67.789436,-0.768443,0.30567,5.612864,0.866975,2.550904,-3.479123,2.710709,-0.945375,-2.533748,-0.421437,15.269132,1.261464,-0.26893,0.805183,0.499513,5.424557,0.155882,0.102355,-0.113585,0.00106,0.009022,-0.122607,-0.192596,0.000112,0.008663,-0.080623,0.99349,0.68782,0.188307,5.426462,5.973684,4.921052,54.264622,0.376773,5.444445,'class 1'
3,3.162278,70.114189,92,1532,80.176018,11.823985,0.998712,19771904,2336,3.470022,3.426882,61.168083,79.374199,1080.328613,71.143013,8.231188,1.014326,12467898,1978.94873,5.467048,3.859454,21.145433,20.003012,-77.032684,28.819731,-8.81672,1.125396,283385.8125,708.251221,-1.997026,6.006476,3.124769,8.436636,-8.601907,-6.094625,2.712295,-11.314201,1.122569,7278.767578,98.371292,-2.536455,-0.539428,5.596014,0.905434,2.224228,-3.076663,2.204959,-0.969992,-2.106671,0.481209,6.115134,0.64602,-2.125992,-0.128965,0.410463,5.442092,0.145179,0.099951,-0.111347,0.001044,0.00844,-0.119787,-0.20263,0.000102,0.008221,-1.972071,0.024956,0.564384,0.153921,5.408334,6,4.861111,54.083336,0.391507,5.472953,'class 1'
7,6.324555,40.099876,48,316,46.803509,1.196491,-1.311223,2396160,1040,6.727067,5.427303,37.947254,44.176205,233.175888,44.658363,-0.482159,-1.353404,1988291.25,1018.833435,5.764943,2.298679,25.221087,18.598429,-145.888733,30.856771,-12.258342,-1.529575,321500.4375,929.456482,0.962124,5.919369,2.618426,10.156235,-8.948162,-16.101336,4.025182,-12.973344,1.307505,11568.050781,144.47493,0.807698,-0.154426,5.547424,0.901013,1.711051,-2.036269,0.190441,0.282755,-2.319024,0.735668,14.033994,3.384628,1.179643,0.217519,0.371945,5.458101,0.135006,0.098639,-0.109159,0.000965,0.008879,-0.118037,-0.181926,0.000096,0.008054,1.268966,0.306842,0.461267,0.089323,5.520906,5.894737,5.027778,55.209061,0.313307,5.578947,'class 1'
8,7.211102,39.127995,-34,-408,20.336309,-54.336308,-1.110937,3222928,2788,7.55121,6.996608,37.213917,-33.550804,-307.570984,17.546169,-51.096973,-1.125562,2651979.5,2355.94043,6.340608,4.845914,27.379335,-30.263891,52.417168,3.659467,-33.923359,-1.255324,646842.25,706.234375,1.210602,5.899151,2.385041,13.074175,-16.436874,46.033939,-1.659661,-14.777214,1.263073,23244.173828,86.035095,1.652059,0.441457,5.478386,0.834053,1.293845,-0.537027,-1.457225,1.480386,-2.017413,0.794539,1.764219,6.1173,2.072824,0.862222,0.420764,5.472604,0.124958,0.099765,-0.108581,0.000857,0.010373,-0.118954,-0.122598,0.000099,0.008363,2.078606,0.868004,0.426547,0.005782,5.557164,6.078948,5.305555,55.57164,0.211382,5.486842,'class 1'
5,10.198039,40.546268,-36,-416,20.470768,-56.470768,1.099796,3836160,2960,5.343908,9.163479,37.789215,-33.425575,-369.273834,19.303629,-52.729202,1.096891,2898603.25,2594.364502,6.369362,4.008993,24.350634,-23.284452,-110.753326,10.552132,-33.836582,1.078943,534130.3125,985.179016,-1.025455,6.070502,1.161424,14.912777,-17.646469,32.908081,0.657417,-18.303886,1.170084,55978.601563,179.765518,-0.726594,0.29886,5.553894,0.838471,1.312798,-1.558666,0.284817,0.023839,-1.582505,1.216857,3.134394,1.290171,-0.209986,0.815469,0.516609,5.479969,0.124712,0.117613,-0.156462,0.00521,-0.035565,-0.120897,-0.261918,0.000089,0.003641,-0.136061,0.889393,0.590533,0.073925,5.651023,6.166667,4.944445,56.510235,0.336336,5.618421,'class 1'
6,7.211102,40.435135,26,-1092,63.219517,-37.219517,0.700509,3409744,5044,5.966147,6.3983,36.504818,21.056459,-977.664673,57.186741,-36.13028,0.713413,1930467.25,4354.033203,6.027463,2.417539,21.053438,-3.983901,-429.743622,27.460094,-31.443996,0.815786,27534.550781,1734.845947,-0.061316,6.003823,2.208851,11.141952,-12.363987,1.754995,2.357567,-14.721554,1.079813,22295.546875,145.84819,-0.037676,0.023641,5.606224,0.720359,1.703467,-1.812231,-0.062877,0.423487,-2.235718,-1.140524,11.61184,3.535688,0.359923,0.421239,0.397599,5.486511,0.122983,0.145517,-0.203526,0.009932,-0.072648,-0.130878,-0.6298,0.00007,0.001695,0.479636,0.540952,0.517312,0.119713,5.748538,6.263158,5.027778,57.485378,0.436826,5.960526,'class 1'
4,4.472136,15.842979,2,-184,20.235384,-18.235384,1.099796,2960,740,4.353714,3.361396,16.009481,-0.438781,-198.312073,19.69845,-20.137232,1.070631,152.760025,793.440796,5.759344,2.343354,16.042944,-9.580967,-163.44664,14.517306,-24.098272,0.973202,68440.601563,745.581482,-1.405631,5.776532,3.273604,3.706677,-3.759652,-0.462714,0.947349,-4.707002,1.264543,225.959625,15.985842,-1.422818,-0.017188,5.630983,0.494784,2.255618,-1.365458,-3.329361,2.072441,-3.437899,-0.941952,28.306345,15.181923,-1.277269,0.128361,0.145549,5.491523,0.121009,0.175258,-0.244308,0.014224,-0.084806,-0.159502,-1.047533,0.000167,0.00279,-1.137809,0.267821,0.285009,0.13946,5.589473,6.078948,4.972222,55.894733,0.352536,5.622076,'class 1'
8,8.602325,53.916603,-46,-420,20.566042,-66.56604,1.45618,8032336,3796,7.567127,7.558562,46.641846,-39.305359,-335.891968,18.350473,-57.65583,1.450151,4462444,2888.479248,5.762098,5.66767,11.299094,-6.348608,-45.591412,7.377248,-13.725857,1.438305,8974.696289,222.670502,1.805029,5.472397,3.251122,7.677185,6.787564,-24.337898,11.862036,-5.074471,-0.803696,6607.62793,143.422623,2.09473,0.289701,5.633822,0.16639,2.93676,-0.593657,-8.064132,3.741052,-4.334708,-0.881276,11.492311,32.608952,1.933305,0.128276,-0.161425,5.494359,0.120599,0.199608,-0.27369,0.017258,-0.082654,-0.191036,-1.242692,0.00044,0.005873,2.072767,0.267738,-0.021963,0.139462,5.523538,6.131579,4.777778,55.235382,0.451246,5.488304,'class 1'
6,11.661903,46.432747,-12,-1024,40.043457,-52.043457,1.478122,610560,4240,6.033875,10.790175,41.711155,-13.216711,-800.210938,34.47403,-47.690742,1.467832,589641.5625,3375.524902,6.030933,6.631048,17.686283,-14.063189,-66.509842,8.196877,-22.260065,1.368376,91729.75,463.812683,0.002942,5.847252,3.693133,5.269517,-4.498434,-8.504997,2.959233,-7.457667,-1.075889,1097.917358,54.255898,0.186623,0.183681,5.660512,0.38915,2.758372,-1.99147,-4.319645,2.263447,-4.254917,-0.908304,84.254852,21.244535,0.373363,0.37042,0.186739,5.478519,0.132492,0.187819,-0.253591,0.014367,-0.068314,-0.185276,-1.355472,0.00044,0.00684,0.555356,0.552413,0.368732,0.181993,5.671346,6.473684,5.055555,56.713455,0.503766,5.497807,'class 1'
9,7.211102,61.798058,-86,1764,-29.961596,-56.038406,0.431085,2514640,340,8.639752,6.828012,56.121277,-78.390305,1478.439453,-28.441486,-49.948818,0.477812,1421241.125,231.282654,6.927771,4.999482,27.42765,-38.534031,364.441742,-15.585673,-22.948357,1.154152,40246.785156,27.104557,1.711982,6.203074,3.590105,11.22582,-14.820585,43.770504,-2.689714,-12.130872,-1.154784,9789.290039,44.567726,2.436679,0.724697,5.679397,0.599471,2.792953,-3.330228,0.68538,0.378033,-3.708261,-0.929294,92.592743,8.348896,2.960356,1.248374,0.523677,5.461283,0.142695,0.176776,-0.236462,0.012301,-0.060315,-0.176147,-1.474503,0.000375,0.006708,3.17847,1.466488,0.741791,0.218114,5.660673,6.394737,4.894737,56.606728,0.47037,5.680555,'class 1'
6,4.472136,53.842361,-50,-240,16.593269,-66.593269,1.415297,8650000,3460,6.229287,3.992353,48.978355,-48.060513,-69.534561,11.941616,-60.002129,1.429939,5977683,2587.951172,6.907743,2.893267,27.483192,-35.28091,243.173019,-5.977471,-29.30344,-1.46374,338632.75,272.050415,-0.678455,6.448821,3.331072,16.173887,-22.502222,119.511345,-7.489155,-15.013067,-1.010818,14332.048828,28.304628,-0.219533,0.458922,5.675226,0.739357,2.996454,-4.167424,4.092672,-1.377761,-2.789664,-1.007045,17.310726,0.996735,0.554061,1.232517,0.773595,5.442836,0.152011,0.167093,-0.223721,0.011059,-0.057948,-0.165773,1.525379,0.000291,0.005813,0.786451,1.464907,1.005985,0.23239,5.714036,6.388889,4.81579,57.140354,0.43972,5.768275,'class 1'
9,6,67.022385,-60,-496,22.839378,-82.839378,-1.435323,20102400,5584,8.68339,5.088673,60.267933,-55.348656,-335.902405,19.267567,-74.616226,-1.415388,13500983,4407.083008,7.253572,3.108756,30.975687,-37.276062,169.995148,0.1971,-37.47316,-1.174346,985887.4375,709.524292,1.429818,6.518312,3.487445,19.270662,-27.146706,181.948242,-11.434352,-15.712354,-0.516815,6743.513672,9.150651,2.165077,0.735259,5.636503,0.845511,2.947413,-4.123539,4.082917,-1.482154,-2.641385,0.949645,11.424822,0.671907,3.046887,1.617069,0.88181,5.423243,0.161312,0.15939,-0.215471,0.010401,-0.058634,-0.156838,1.350207,0.000224,0.004822,3.260147,1.830329,1.09507,0.21326,5.746783,6.5,5.289474,57.467834,0.36752,5.708333,'class 1'
6,7.615773,47.791214,64,888,48.492424,15.507578,-1.300587,2228224,544,6.122823,6.389793,39.076832,51.428104,538.660583,41.369846,10.058259,-1.264445,1296525.75,490.207703,6.861339,2.059532,11.989229,-11.293915,-28.94565,5.383345,-16.677259,-1.08307,31038.005859,243.335129,-0.738516,6.838595,1.368228,23.90489,-33.714626,282.527466,-15.045385,-18.669241,-1.403345,7463.605469,6.566168,-0.715772,0.022744,5.709915,0.591404,4.104565,-5.756551,8.140098,-2.340926,-3.415625,1.436073,19.136759,0.577489,0.412908,1.151424,1.12868,5.421139,0.164153,0.146469,-0.204587,0.010193,-0.079024,-0.125563,1.447471,0.000045,0.001083,0.701684,1.4402,1.417456,0.288776,5.704679,6.361111,5.263158,57.046783,0.329294,5.662281,'class 1'
5,9.055386,37.775654,46,304,44.213203,1.786797,1.249046,1904400,900,5.423105,7.80863,29.150175,32.984161,85.988525,35.779392,-2.79523,1.25105,809439.25,744.000732,6.977373,2.441006,19.29608,-24.622566,106.711609,-2.83963,-21.782936,1.199516,108779.773438,179.424408,-1.554268,6.864341,1.106444,24.436531,-34.324913,287.716339,-13.465557,-20.859356,1.00263,32205.064453,27.334131,-1.441236,0.113032,5.725205,0.492156,4.320712,-6.068697,9.04651,-2.46732,-3.601377,-1.218306,23.682676,0.643043,-0.3021,1.252168,1.139136,5.417131,0.166568,0.128953,-0.182128,0.008259,-0.082828,-0.0993,-0.502093,0.000005,0.000136,0.005974,1.560242,1.44721,0.308074,5.734503,6.289474,5.027778,57.345028,0.409052,5.744883,'class 1'
9,5.830952,86.365501,-110,2100,-11.988374,-98.011627,1.189723,44770000,3700,8.762536,4.43414,79.819916,-102.313477,1836.225586,-11.640004,-90.67347,1.156307,32693226,3123.144531,7.602967,2.578847,47.854816,-63.351601,731.202942,-8.345422,-55.00618,0.887619,4369067.5,1088.613159,1.159569,6.578459,3.338885,19.939455,-27.435898,169.829712,-7.659498,-19.7764,0.582299,55257.535156,73.409653,2.184077,1.024508,5.680806,0.666304,3.64072,-5.050546,5.877221,-1.525491,-3.525055,-0.762399,50.993786,1.999128,3.08173,1.922162,0.897654,5.411703,0.167783,0.112517,-0.150696,0.004958,-0.037414,-0.113282,-0.222752,0.000065,0.002878,3.350833,2.191265,1.166757,0.269103,5.610965,6.210526,4.972222,56.109646,0.385877,5.666667,'class 1'
10,11.401754,73.505104,-98,1836,-15.384527,-82.615471,-0.912989,21705040,2260,9.489592,10.339906,65.048859,-87.535629,1543.453125,-16.485283,-71.050346,-0.924177,11406937,1488.673096,7.319043,5.359302,27.82839,-39.095467,376.804504,-16.289095,-22.806372,1.426995,32460.511719,21.237459,2.170549,6.521504,2.704509,15.231709,-20.339123,80.004631,-3.326266,-17.012857,0.923839,38745.832031,93.661377,2.968088,0.797539,5.712379,0.585174,3.892528,-5.485595,7.417953,-2.284573,-3.201022,-0.832143,12.636729,0.41994,3.777213,1.606664,0.809125,5.431072,0.156475,0.113103,-0.152748,0.005151,-0.03944,-0.113308,-0.315798,0.000064,0.002728,4.058519,1.88797,1.090432,0.281306,5.553509,6.052631,4.894737,55.535088,0.381603,5.676169,'class 1'
